% Model,Janik_2021_1m_modulo23_500Hz_46n_30stopni_5potega_out.mph
% Version,COMSOL 5.3.0.316
% Date,"Jul 1 2021, 15:35"
% Dimension,3
% Nodes,7812
% Expressions,15
% Description,
% Length unit,m
% X,Y,Z,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=100,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=125,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=160,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=200,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=250,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=315,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=400,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=500,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=630,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=800,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1000,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1250,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1600,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=2000,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=2500
-1.6886528278364716,-1.0716528987004565,0,0.01710690357573009,0.01861043191320392,0.026569164048968422,0.0206797958825347,0.006575882830255329,0.004709711931479395,0.0016836830149007229,0.006227772295912175,0.003513184672395798,5.849646644723934E-4,4.565832455307312E-4,2.766987144457778E-4,5.764312951251996E-4,1.369174606581141E-6,0.0011821938266917637
-1.6541598697677906,-1.124167079226626,0,0.01711111452681094,0.01859988672867018,0.026703951542973076,0.020971243249775253,0.0069018816179413816,0.0037662963488040682,0.0013386501622894148,0.005127966438560092,0.003351479115582189,8.087097399831295E-4,4.3912933831223214E-4,1.7221431992476828E-4,6.581614093430769E-4,3.0666117658654156E-5,7.4586310415469E-4
-1.671000598478933,-1.0976132046991238,0.05479281662014609,0.01474515796913742,0.015750675663847042,0.02208594534869404,0.0167747146541278,0.005333162981559266,0.0031228981349415382,0.0010238085672877836,0.00379913022624079,0.0021148222927676696,3.804309473320002E-4,2.1300370194000785E-4,1.5869299262033444E-4,3.415253671164513E-4,1.5866963262215357E-5,7.3020169728544E-5
-1.61803334858269,-1.1755711492677285,0,0.017115913754562943,0.018589947094124072,0.026843217613141294,0.021263546341822245,0.007233290646034871,0.002999953893763544,0.001063032658268122,0.004207370200635013,0.0030653288171244276,0.0010132557223826008,4.245577573036166E-4,1.1373816053673929E-4,5.466896359429639E-4,8.337875274185711E-5,4.1732051270285577E-5
-1.6356969874902634,-1.1495621370102105,0.054792866942685634,0.014747441209512406,0.015738827950307715,0.0221929558615335,0.01700374488225437,0.005584669020677392,0.002494128511652398,8.105774140013284E-4,0.0031325504848271368,0.001975114208413092,5.053855426039405E-4,2.0314351819748755E-4,1.0917006743738434E-4,3.2909062042165506E-4,1.5088552864234432E-5,7.816080368717333E-5
-1.7046549758768132,-1.044580856493407,0.05479276837251728,0.014742866243647462,0.015762273722818205,0.021981634105497236,0.01654620487910614,0.005086184551897001,0.00388909295286448,0.001289518506190312,0.004595036925176237,0.0021744102618642537,2.54922533382804E-4,2.252878357495562E-4,2.387863150851939E-4,2.4193103936128154E-4,5.1473830985859164E-5,0.001387235765366518
-1.6517043470515418,-1.1224419161455705,0.10953033739792303,0.0129545422597928,0.013658797810637962,0.018946065968951247,0.014207543002846571,0.004563133158877893,0.0021965129602474283,6.931072013053927E-4,0.0025538056303076972,0.0015599796043361876,3.3482632254147696E-4,1.7829472042525454E-4,3.646393202021131E-4,0.0010536390947941002,2.046780907567625E-5,7.587455269684231E-5
-1.686150256480309,-1.0700001966161956,0.10953032371308338,0.012954117724372521,0.013671212238173107,0.018859086611041073,0.014017601022143384,0.004358292527567111,0.0027399292322313347,8.738821102134411E-4,0.0030880458642682427,0.0016456855034984268,2.373562657996258E-4,1.8396174817351146E-4,4.766326714846316E-4,9.194645270796088E-4,1.2633664418059822E-4,2.617481596988265E-4
-1.7189317751967217,-1.0165021758766584,0.1095302636583556,0.01295367321336765,0.013683282284832817,0.01877437781684523,0.013828357061956098,0.00415768629084422,0.003394740928012209,0.001096924083823844,0.0037255491634115936,0.0016730590171407083,1.538543192194261E-4,1.9292172851846702E-4,6.404091010417673E-4,5.229973659751935E-4,3.4350166918948444E-4,0.0030211868620085053
-1.7214804024146093,-1.0180818128930686,0,0.01710246596406659,0.018620391940250718,0.02643769154762989,0.02039033002540476,0.006257296742011088,0.0058396761553044735,0.0021068033390247046,0.00753770114428461,0.0035491366717840984,3.8241906765966146E-4,4.7693393698430207E-4,4.6845826794792984E-4,3.5471803190370555E-4,1.67220958023471E-5,0.004487006175124157
-1.5803078996790956,-1.2258134745022713,0,0.01712171795146438,0.018581211892464526,0.026987368498859497,0.021555829111938426,0.007568137669179085,0.0023972228033530595,8.484141306931108E-4,0.003435269753370855,0.0026782966113988982,0.0011740861117604958,4.0884128355298086E-4,7.563683037108676E-5,3.359504036708683E-4,1.237338728900532E-4,7.759215374398059E-4
-1.5987789657889935,-1.2003764263033434,0.054792825496520654,0.014749116267850094,0.01572639003703263,0.022302017346628292,0.017231920134424067,0.005838835494491061,0.001993855598750713,6.43631449134236E-4,0.0025738045666535907,0.0017643689994027527,6.112753158636149E-4,1.9482248704429347E-4,7.484132908074076E-5,2.218811499212787E-4,1.7339946098301554E-5,0.0011041274783070976
-1.6156279369391127,-1.1737756148832745,0.10953161775150344,0.012954722397843092,0.013645963784751807,0.01903491166036189,0.014397118038698859,0.004770713665402653,0.0017586957185014539,5.499603818672805E-4,0.002106513598417435,0.0014175287561056943,4.256479482989905E-4,1.753572695165459E-4,2.7891649397506434E-4,8.544409442208641E-4,1.1579168231446188E-5,0.0028642409911311044
-1.7366268822977595,-0.9905174558606944,0.05479271225283317,0.014741060162817758,0.0157738926431947,0.021880682673382394,0.01631966357579517,0.004845594204404242,0.004797930017624705,0.00161369129372684,0.005541808786398319,0.002160219046428447,1.5673853703332863E-4,2.3858337350902262E-4,3.7141127531353004E-4,1.0020950871843545E-4,1.1251996789283306E-4,0.003183797871821298
-1.6308149884144985,-1.1460776141423574,0.16416021419449822,0.011599561851121765,0.012115339587009331,0.016686877274185954,0.012422173147710679,0.004066099229770048,0.0016021980446303049,5.236447222136399E-4,0.00204949738747004,0.0016117687903258683,5.021764936387973E-4,3.218396733563095E-4,6.207486147489432E-4,0.0021675049305096283,2.1921184272463373E-5,7.291393187708145E-4
-1.6660153162180948,-1.0942781717737498,0.16415921815793064,0.011600072366710264,0.012127597642431221,0.01661114919853471,0.01225883383376599,0.003889131850165629,0.0019944528520014562,6.567182351653022E-4,0.002477003018298719,0.001745735741299784,3.6986186110711945E-4,3.184930902716425E-4,7.654758344130933E-4,0.0022874304929477907,4.928742837569163E-5,6.710165205664818E-4
-1.699571510562442,-1.041397377771888,0.16415901453876222,0.01160041615922887,0.012139461023739079,0.01653714564761641,0.012095560210540339,0.003714981637020998,0.0024752961692818686,8.224108667122134E-4,0.0029878249178841992,0.0018193541252188338,2.478859176625329E-4,3.206166840667237E-4,9.640036032401695E-4,0.0017682320873751867,3.0405764205158827E-4,3.842392477471442E-5
-1.75001618359386,-0.9620011815245141,0.10953120060066401,0.012953260798981306,0.013694971262029497,0.018692205088105374,0.013640896489735268,0.003962765903391578,0.0041633913228574446,0.0013664920273786033,0.00448207185366591,0.0016534247840221384,1.1302989769790437E-4,2.0351701015084277E-4,8.867481389205693E-4,1.344377241903254E-4,5.401635309906278E-4,0.0033066348166488732
-1.7314492164365558,-0.987489422720193,0.16415922428233767,0.011600652429470172,0.012150896204951722,0.016465155033016123,0.011933282759536175,0.0035449057473863287,0.003048129102817144,0.0010242547218024412,0.003596312470447755,0.0018383809537299847,1.7537195669367094E-4,3.2875116343221954E-4,0.001278597388987829,9.156613376369822E-4,6.043208191839908E-4,6.590830138269787E-4
-1.7526108054233709,-0.9635070270964693,0,0.017097573593566808,0.018629356709798952,0.02630945839808904,0.020104257328250774,0.00594824028685782,0.007159989604705209,0.0026158325506411817,0.009088267752840804,0.003484499726513197,2.5679575531914115E-4,4.96095678658356E-4,7.897493007690207E-4,1.675515436259297E-4,4.659544209132095E-5,0.002029109134205906
-1.5602829403411738,-1.250005991180447,0.054792044069300924,0.014750434996575282,0.015713667786670688,0.022413048852527723,0.01745846552461226,0.006094148423083854,0.0016103202667289067,5.170068301407513E-4,0.0021027281992894685,0.0015024812262315905,6.882367860886637E-4,1.853872717961026E-4,4.930217603569544E-5,9.917923734973417E-5,1.6222565653385766E-5,0.0014781311056900317
-1.5410230854776954,-1.2748462258458875,0,0.017127553280021555,0.01857261544940326,0.02713447987887162,0.021846631866401945,0.00790435285399193,0.0019416830967203598,6.869911528011341E-4,0.0027824977024123055,0.002228633583570005,0.0012806664608815655,3.8723979338248265E-4,4.852171147564657E-5,1.7768696773339722E-4,1.7639697852227766E-4,9.064620120826858E-4
-1.577956490303096,-1.2239511950972057,0.1095298440173257,0.012954714222944209,0.013632881586844059,0.019125541599643654,0.014585620516107184,0.004979686484030182,0.0014180973529951864,4.3981288986381803E-4,0.001730525762206881,0.0012298611848338711,4.972916392889933E-4,1.7241509882921663E-4,2.0809093826679368E-4,4.755591998354663E-4,2.3981040305562615E-5,0.007080760558681798
-1.5940023453411416,-1.1967489520602745,0.16415988788244698,0.011598870368518937,0.012102754228524542,0.01676417296786577,0.012584850985619343,0.004244699671223846,0.0012926638686856968,4.1948844186059133E-4,0.001690972373565615,0.0014242457947503168,6.183083930572827E-4,3.260440344131452E-4,4.937933608645738E-4,0.001527729564527633,1.0699954823165446E-4,0.0065860060637857555
-1.6083821571446857,-1.1684645075956035,0.21862646470172392,0.010539101020914085,0.010917199000444145,0.01495470219900174,0.0111154279498669,0.0037761503218714785,0.0012530680241566278,4.7404489308648055E-4,0.002123617689724576,0.0021370130200474235,8.93161837604777E-4,6.406042295205313E-4,5.987783524572274E-4,0.00214424068658982,1.7146596758854863E-4,8.034648821132272E-4
-1.7668846918965495,-0.9354764465097855,0.05479328030936508,0.01473967101879063,0.01578538103973171,0.021783293591970242,0.016096350232907817,0.004613035752624946,0.005850019010839969,0.002001455839679978,0.006659491852089778,0.0020969963926279985,1.2218153899963625E-4,2.50068701729625E-4,5.738018512969207E-4,2.7810647123523722E-5,1.8037888053845102E-4,0.0017358339942577675
-1.7793740349637797,-0.906548910672949,0.10953134827258058,0.012952877944169367,0.013706211222264736,0.018612895933136035,0.013456442573292841,0.003774898467484688,0.005044502202538618,0.001686040841855724,0.00537155828374512,0.0016126232889510943,1.5015000698229616E-4,2.1267967306510315E-4,0.001230470686557796,2.7371115949210678E-5,7.222994455154927E-4,0.0014503695837084346
-1.6443009157825548,-1.1173529638184332,0.2186249130424465,0.010539944401179377,0.010928752687264539,0.014886879590954598,0.010971978877040845,0.0036180004095116946,0.0015486096278617436,5.87684352660015E-4,0.002566745051510546,0.002371227482377454,6.959023017313815E-4,6.23464099451435E-4,7.019927735079687E-4,0.002673245804402339,2.1905571990473227E-5,8.901515516633072E-4
