% Model,Janik_2021_1m_200Hz_modulo7_30stopni_6n_out.mph
% Version,COMSOL 5.3.0.316
% Date,"Jul 1 2021, 15:32"
% Dimension,3
% Nodes,249
% Expressions,16
% Description,
% Length unit,m
% X,Y,Z,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=100,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=125,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=160,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=200,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=250,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=315,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=400,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=500,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=630,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=800,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1000,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1250,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=1600,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=2000,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=2500,abs(acpr.p_s)^2 (kg^2/(m^2*s^4)) @ freq=3150
-1.6415261149381881,2.7098918737387706E-16,1.142537051254318,0.006326373810462882,0.01008834833157661,0.028947038391186532,0.04436142873239332,0.020665645220616265,0.0024781664853630587,0.020099176201984644,0.04308999252491117,0.00792976711227423,0.039305121210518,0.03243722255316855,0.003914382714025657,0.0504891575216468,0.07880266187714005,0.017111153116468797,0.012302843576173604
-1.6120557314880626,2.6990395341198053E-16,1.183754602568621,0.006743831074233936,0.010805117033050938,0.03051267271590392,0.047550163511116676,0.023030773774732446,0.002614021556953185,0.017869347419631615,0.04111866222735943,0.01103983888300427,0.04327187745683314,0.031834591549931124,0.00956438138214531,0.06785743618198052,0.06621125119494338,0.017811050337170065,0.002579498883112595
-1.5815494045071954,2.6864526900807333E-16,1.224211380260012,0.007193552904432322,0.011529923271918704,0.03195498103203899,0.05085095829020366,0.025792431943987428,0.0027124346051887395,0.015277502386688051,0.039385899170068614,0.015427462076785449,0.047157450116167725,0.029483062880729903,0.01710610788345262,0.07884836560232338,0.0450510860732029,0.042537848717043525,0.019500099216023994
-1.5500280817863183,2.6721417497885995E-16,1.263882486573754,0.007671624736882647,0.012253118446360654,0.03325620016866028,0.054314938348088614,0.028976439196691427,0.0027444378578497675,0.012657319698296645,0.03806097066514091,0.021066210611619292,0.05166376218005598,0.026101821710153135,0.02458814208356635,0.0871490793161843,0.023525150157088146,0.08299436043653241,0.04650438390468059
-1.5175127725611612,2.656117253714283E-16,1.3027431169336665,0.008174269919563628,0.01296587202791479,0.034404442054479775,0.05800461545326003,0.032592888189877954,0.002707687018583038,0.010347479395020483,0.03713863855503694,0.027684726077689466,0.056634901065605175,0.02222833531735678,0.029701615558713167,0.09194679967811276,0.010101753652776234,0.1198391754441541,0.10794381484037746
-1.484024486067457,2.6383897423286645E-16,1.340768466763573,0.008697985734973889,0.013660438506414798,0.035394157162464655,0.06199109969049245,0.0366363161507068,0.0026267962264222766,0.008620192019670668,0.036479756707438776,0.034858654541011336,0.06091328423351454,0.018137081415351128,0.031386303934355396,0.08708802806508867,0.011495518994183383,0.13505790230915868,0.16432174812970277
-1.4495842315409369,2.618969756102626E-16,1.377933731487294,0.009239710698901647,0.0143304671995536,0.03622623538153062,0.06635279139073923,0.041087483402760534,0.0025488318695728817,0.0076330287005357145,0.03588499176858924,0.04219400050295592,0.06300258025118546,0.014343965174758985,0.02963594201905986,0.07593321163615029,0.028935710009818868,0.13688550769898952,0.2304379607274177
-1.4142130182173305,2.5978678355070446E-16,1.4142141065286498,0.009796996529755382,0.014971252326246473,0.03690788430609853,0.07117243425066001,0.045916756015100986,0.002535026365900586,0.007412405295755908,0.03517416294652316,0.04951906531747312,0.061992349868713534,0.012019548859135892,0.024523191660047905,0.06749800681208101,0.05703660315274778,0.13570620584684848,0.22093127359432416
-1.3779326159211198,2.5750957614329734E-16,1.4495852918938372,0.010367514795048256,0.015579095696243503,0.03745032917757181,0.07653136711346271,0.05108636190927223,0.0026501382561514497,0.007867889875432008,0.034245127206101345,0.05698417535558356,0.05802999214781484,0.012800112727287644,0.016676204162502456,0.06568150580283015,0.08576573938837194,0.15886069084006688,0.13067976043768043
-1.3407673246959737,2.5506699627182356E-16,1.4840255178237938,0.010946999547395071,0.016148449201355275,0.037862039987494586,0.08249319481532183,0.05654651019158383,0.0029513626684744476,0.008829789643500367,0.03309890514231085,0.06500033979611958,0.052044460192555916,0.018199877761096557,0.008388335533399488,0.07061791657002647,0.1042827432761128,0.20190945223082327,0.139758099967839
-1.3027419491180703,2.5246079517610045E-16,1.5175137750827865,0.011531033186692234,0.0166743637326056,0.03815394622934489,0.08910917414547828,0.06224501303990958,0.0034791740187553525,0.010099745852937188,0.03183893615591597,0.0740391082433004,0.04503345781365479,0.029211274282458885,0.003026643119209852,0.08188183222885889,0.10810973794898163,0.2481458964163114,0.09532027505266599
-1.263881293763588,2.496927240959457E-16,1.5500290544350854,0.012115816105442316,0.01715350172497251,0.03834081120400671,0.0964203203261965,0.06813415405912025,0.0042506726368865735,0.011499140690448242,0.03064143241309886,0.08436516437257736,0.037502153713901705,0.046362931770935,0.0030768355386013857,0.09899449329628583,0.09877258008879307,0.2612830332198028,0.10586790298229257
-1.224210163208706,2.4676453427117685E-16,1.5815503466449576,0.012698280010458855,0.017584228973617545,0.03844065175804397,0.10445477464933067,0.07417562843000161,0.005256798075264153,0.012905652878003172,0.029715572017458478,0.09581860231325337,0.029476143679347266,0.06994507174005592,0.009176315093412825,0.1194263864714345,0.07937768855710053,0.22616758337994322,0.06406951273502288
-1.1837533620296032,2.436779769416116E-16,1.6120566424766731,0.013276308097699401,0.017966762879368943,0.03847425105677179,0.11322893038551492,0.08034412180356823,0.006463615188791643,0.01427126466257631,0.029268984576056648,0.10774702981787404,0.021000459422668726,0.09995281957435907,0.020586439934809353,0.1334315699639303,0.05559303616362312,0.1596035942312499,0.07232799480341986
-1.1425357879964748,2.404348185232486E-16,1.6415269941523143,0.013848733703044245,0.01830307590960365,0.03846420293475824,0.12274551566441234,0.08663015032105402,0.007817347916509464,0.015619784994114623,0.029487533787964364,0.11912293178182336,0.012650092046512627,0.13568236023695399,0.03541436759665795,0.12911897548961349,0.03402649806052094,0.0898700465355775,0.11201799862509194
-1.1005839889024345,2.370371450327812E-16,1.669942373323565,0.014413110045489326,0.018594051184467466,0.03842834464260176,0.13297727378426777,0.09302934521079637,0.009250990964979163,0.017025333244903566,0.030527633477122715,0.12878920368747193,0.005598122856203648,0.1753500108245071,0.0501190715211287,0.10602067569825917,0.01751249096952893,0.0540191408414101,0.08981301634449929
-1.057925841555573,2.334873419025725E-16,1.6972859834411278,0.014965387618698473,0.018839021501651967,0.038379178729484154,0.1438619485236765,0.09953824026781061,0.010693197314068537,0.01858237253265237,0.03251923044945925,0.13575163382556737,0.00116228845215794,0.21614438260410537,0.05992416765784969,0.07366453127868774,0.006183178889198392,0.05103305615167126,0.12312635311668964
-1.0145892514537795,2.297878056778281E-16,1.7235411520625963,0.01550223932513481,0.019038622274740055,0.03832929625584292,0.15531930289553905,0.10616293856356215,0.012078090948771183,0.02037408976316849,0.035576084638562495,0.13942266429322006,1.577916136171381E-4,0.25475647295507775,0.06097353058191929,0.04001431905112009,8.588014877711814E-4,0.06590706407638082,0.15497849142736853
-0.9706021240949423,2.2594093290375317E-16,1.748691206745563,0.016021293130058775,0.019194952472012326,0.03829124220447477,0.1672554659565162,0.11291804197483304,0.013353473001817676,0.022444607952345444,0.03979681494167136,0.13970895473277073,0.0025111963272930133,0.2879697359089686,0.05257347659932475,0.012235416558705397,0.0017232710276496187,0.07504517352684788,0.1631556320305181
-0.9259923649769504,2.2194912012555332E-16,1.7727194750476216,0.016521284396526538,0.019311592139881702,0.03827724578876108,0.17956709295676862,0.1198246919115738,0.014486911531672586,0.024781830646171427,0.04525605046516219,0.13693716205673506,0.007377384859583421,0.31292909924706624,0.03753307456665438,1.9991486996153988E-4,0.006273222924484583,0.06652629648487422,0.12339799658767724
-0.8807878798886003,2.1781476392605784E-16,1.7956092845589942,0.017002186542971233,0.019393565565326346,0.03829905138547753,0.19214664508545432,0.12690803942613388,0.015468901240625365,0.027313496804712803,0.05198725478320103,0.1316678945292587,0.013628617466117272,0.32709019242055254,0.020687875462272822,0.007775837128850323,0.011183806162484548,0.049057603758184805,0.04323390731816011
-0.8350172015594122,2.1354039069432553E-16,1.817344828885059,0.017464098644024508,0.019445997355043907,0.038365230638828726,0.20487529356934364,0.13418674729256172,0.016311999088694067,0.02991443408453575,0.05995965139437902,0.12447664974083178,0.0203528705854395,0.32819696546016386,0.007120852766385058,0.027204307781274587,0.013492045451009101,0.02958516640184094,0.0046749866076407085
-0.7887103734450381,2.0912890281045669E-16,1.8379134205786236,0.01790415422731552,0.019470696088776194,0.03847497337436142,0.21759280851066853,0.14165013440033974,0.017045941110313725,0.032421705326247205,0.06905345031885299,0.11578917559534564,0.027061069796259787,0.314652875534376,9.059554094309494E-4,0.046463036183371074,0.010830039883626451,0.014514058700098536,0.009556728729862138
-0.7418976129707234,2.0458326693458004E-16,1.8573030740258392,0.01831969712052217,0.019469671595570025,0.03862525605091718,0.2301321553197078,0.14927285867582568,0.01771442285828311,0.034662499503847186,0.07906033683701638,0.10585249873329346,0.03357901424836751,0.2863332306180056,0.004045252522079386,0.05556083539345579,0.00460976600081412,0.006229884165346439,0.02702298965292706
-0.6946091375617155,1.999064497268247E-16,1.8755018036128592,0.01870914466100592,0.01944600740348603,0.0388126517696928,0.24233082625995706,0.15701894967478408,0.01836907397963331,0.03648030006146285,0.08969737429094521,0.09479447396841824,0.039841852545142026,0.24528410723052896,0.01544170095399948,0.04799588482312927,1.8711056769843634E-4,0.0018528029552692558,0.02702572965066765
-0.6468751646432604,1.9510141784731943E-16,1.8924976237258353,0.019072099065865405,0.019403818347404476,0.03903363026608397,0.25403715840907853,0.1648424955014125,0.019062357637568035,0.037756990486698304,0.10063555675724226,0.08274108283154027,0.045853693729836255,0.19580743927991207,0.030678070857772605,0.026393921805414514,0.0031340731886057033,3.317064466042969E-4,0.011118997659413637
-0.5987259116406043,1.9017113795619327E-16,1.9082785487509197,0.019409427643744245,0.019348229879348398,0.03928491986748454,0.26511660853961727,0.1726892226311125,0.019840822710843076,0.03842777431511337,0.111539241890099,0.06993518240704594,0.05189782559808308,0.14375731163252445,0.04343588462141718,0.00619537223492882,0.019989501869549255,0.004315297257883083,0.01086350553086656
-0.5501918135142684,1.8511862777457802E-16,1.9228329918931768,0.019722733958108415,0.019284791023281126,0.03956271822944175,0.27544994139624795,0.18049509757402887,0.0207389231268627,0.03848622441137843,0.12210550027373733,0.05680271867286195,0.05883783539366435,0.09532568962075644,0.04830656625653568,0.006362632122870899,0.05729892481452501,0.015825002510393867,0.0738864406426202
-0.5013043646841634,1.7994722065446024E-16,1.9361524020819239,0.020010524832993842,0.019215682062429434,0.039855603520874756,0.2848900401625044,0.18815860870259246,0.021771650436904915,0.03797647718485741,0.13208270328545016,0.04393866498127163,0.06822262632024392,0.055838121158817304,0.04359787753117609,0.03564265842537829,0.11290143243329179,0.034103636438627336,0.11649062806383331
-0.452095283716506,1.7466036262225569E-16,1.9482296200669431,0.02027055102746068,0.019142094629260416,0.04014987349403381,0.2932894704840852,0.19555924514436798,0.022934105708650523,0.036987681710813035,0.14130144680508303,0.03203498366980224,0.08201035511618354,0.02897602547608557,0.03259874717544798,0.08865099194167944,0.17365153289987964,0.05382733636600396,0.2785811489233899
-0.4025962830090817,1.6926149938057327E-16,1.959057493646708,0.020501746064392135,0.01906606722774541,0.04043354998962103,0.3005254374106531,0.20257561186541484,0.02420283865985341,0.03564239294444004,0.14968984801469004,0.021755414291991796,0.1019294398073358,0.016466839090738362,0.022606476225004286,0.15016700212215617,0.22249749751785008,0.0649666246892851,0.32890694319203145
-0.3528390749596737,1.6375407663202145E-16,1.9686288706196915,0.020704275870137585,0.018990459104797238,0.04069683634322699,0.30650628383874795,0.20909171487209627,0.025537932559633266,0.034080749393389315,0.15726789602556515,0.013601916876390605,0.12872768371734106,0.01811696050299635,0.022208683145393118,0.19988462370468266,0.24307564719595565,0.062296370384207,0.27340051212699173
-0.30285537196606943,1.5814154007920929E-16,1.9769365987843663,0.0208794995322882,0.0189188824003306,0.04093250032108758,0.31117424577677844,0.2150025672497505,0.02688690527914775,0.03244527413672369,0.164129027463453,0.0078151941467713,0.16164221401652962,0.03202470978085581,0.038072940813381896,0.21859551851343348,0.2276395939146567,0.05153297030684361,0.2664788785951861
-0.2526770160130237,1.524273743549581E-16,1.983973902543887,0.021029452245141377,0.01885527258667827,0.04113519413385287,0.3144996899466551,0.2202152733475436,0.02818923814331851,0.03086784682129934,0.17041042984624458,0.004333188516970104,0.1983161009883215,0.0549132637727343,0.07247943329266762,0.19772551838416627,0.19007862613943652,0.041334932025925794,0.25869962674767444
-0.20233640635318886,1.4661531559550793E-16,1.9897369991281406,0.02115304798213168,0.01880033711086867,0.04129437614768727,0.31643232825647316,0.2246176849827074,0.02937796359446965,0.029457759603817992,0.17624398863800483,0.0028136283778571443,0.23517488385335317,0.08259168291038525,0.12227311565579685,0.14550683549053922,0.16149606465257063,0.03435243571296779,0.24418760733555048
-0.1518659754283265,1.40709190543484E-16,1.9942235191033586,0.021248365942310634,0.018753738565222496,0.041399327635491104,0.3169308973040267,0.22810330566152498,0.030387728009470302,0.02830097894743503,0.1817410592091033,0.002709688031578994,0.26814033287152816,0.11054718357397567,0.1793570445618765,0.08315871543500784,0.16368517352915266,0.03128268708337992,0.19022379361393502
-0.10129814773207979,1.3471282542716291E-16,1.9974311005320613,0.021314703805455148,0.01871592245576601,0.04144316415025933,0.3159886441121781,0.2305885801879605,0.031162456342046396,0.027462202229034897,0.18698284216536715,0.0033780241358297718,0.29342783035349873,0.13458728226830538,0.2325864100965147,0.03409341616337576,0.1893932825964177,0.03674911142154044,0.2635417540133355
-0.05066534775809052,1.2863004647482121E-16,1.9993573814767684,0.021352459653440303,0.018688031416543745,0.04142282548719719,0.31363368918725243,0.23202134297182775,0.03166051715923488,0.02698667515379989,0.19201439682899302,0.004197448848203156,0.3082250350980679,0.15136040044886545,0.27061168758739396,0.013803356054465737,0.21060332969419993,0.0487662838938524,0.32297178043880176
1.2246467991473532E-16,0,2,0.02136330036442083,0.01867204142163367,0.04133938577398188,0.30992481616830825,0.2323804409609741,0.03185904975215743,0.026902321349026082,0.19683403752596682,0.004677275557103539,0.31107650349937255,0.1586955343135624,0.28515219462011815,0.023754978950416047,0.20392379519219808,0.05473325099675167,0.18970735087038798
-2.38587035708998E-16,-1.9482109933665088,0.4520936984628834,0.005077601655093477,0.005299748730148713,0.008430898664352336,0.005071966838946321,0.0018778971985824538,0.006488426627679569,0.025828403945586255,0.014113534119672899,0.007568225202742858,0.009856903786250173,0.004401071787122055,1.9198337573269095E-4,0.05982962523228376,0.06943209985593664,0.05053971331526353,0.004088555688346307
-2.3710917369859306E-16,-1.9361433342550498,0.5013043901062724,0.004840910919446962,0.005079759702933601,0.008465456988162381,0.005200327704627574,0.002386391354359655,0.007349847272371492,0.02816323817825188,0.015475332381258432,0.006806045827848062,0.012617572980318207,0.004721519309648473,2.797078174891041E-4,0.06433691110727356,0.06340051750514825,0.06422131262994364,0.0047931997805350825
-2.399118408369299E-16,-1.959028848186807,0.40259300659669695,0.005358702354111343,0.005599055462245497,0.00862553029624623,0.005100077956610248,0.0014793549476458578,0.005580855926902155,0.022429834348502216,0.012252685526130644,0.0078785331727888,0.008152628234764394,0.003499422681342153,4.7999654699112037E-4,0.04874355533971332,0.07187728910717103,0.03237638179301666,0.0013289798500323463
-2.3547884542456405E-16,-1.922830693621325,0.5501929770572511,0.004649324243654659,0.0049419433615413375,0.008732388311322897,0.005476468384009455,0.0029825453996302504,0.008013607564335798,0.0291097204512419,0.016328105936198174,0.0059431659481376745,0.015070764706652485,0.004518696384328417,0.0010010608939033316,0.07977086451356083,0.048073859532087475,0.06624608328224159,0.007298306347853854
